Solozeroth adds new objects to the database. The new entry/ID numbers start here:  

`creature_template`.`entry` = 251001
`page_text`.`ID` = 4001 (skip 5 between books to easily allow for extra pages in the future)

`item_template`.`entry`: 
To have a new item display properly, the client needs to 'jibe' with the info on the server. 
A simple way to do that is to use some of the unused items that the client already knows about. 
Below is a list of all available items. I have prepended the ones I have used with 
USED(<short description of the new item>) for easy lookups.

List created by Rochet2
Updated list for TC TDB at: http://pastebin.com/hyNUYtMj
Note: Usability in combat of all Consumbables is decided by the spell assigned.

Entry, Class, Subclass, Name
28021, 2, 8, Sword Two handed
28022, 2, 8, Sword Two handed
50039, 2, 8, Sword Two handed
29819, 2, 8, Sword Two handed
45692, 2, 8, Sword Two handed
44926, 2, 8, Sword Two handed
4991, 2, 8, Sword Two handed
35712, 2, 8, Sword Two handed
2181, 2, 8, Sword Two handed
34693, 2, 8, Sword Two handed
34694, 2, 8, Sword Two handed
23432, 2, 8, Sword Two handed
38282, 2, 8, Sword Two handed
13708, 2, 8, Sword Two handed
49292, 2, 8, Sword Two handed
39312, 2, 8, Sword Two handed
46736, 2, 8, Sword Two handed
46737, 2, 8, Sword Two handed
26003, 2, 8, Sword Two handed
33172, 2, 8, Sword Two handed
12949, 2, 8, Sword Two handed
50840, 2, 8, Sword Two handed
32922, 2, 8, Sword Two handed
41370, 2, 8, Sword Two handed
41371, 2, 8, Sword Two handed
33180, 2, 8, Sword Two handed
32925, 2, 8, Sword Two handed
30367, 2, 8, Sword Two handed
32928, 2, 8, Sword Two handed
32930, 2, 8, Sword Two handed
32932, 2, 8, Sword Two handed
35236, 2, 8, Sword Two handed
32934, 2, 8, Sword Two handed
5031, 2, 8, Sword Two handed
32935, 2, 8, Sword Two handed
5032, 2, 8, Sword Two handed
5033, 2, 8, Sword Two handed
5034, 2, 8, Sword Two handed
32938, 2, 8, Sword Two handed
5035, 2, 8, Sword Two handed
5036, 2, 8, Sword Two handed
30636, 2, 8, Sword Two handed
32940, 2, 8, Sword Two handed
43692, 2, 8, Sword Two handed
5037, 2, 8, Sword Two handed
35757, 2, 8, Sword Two handed
5039, 2, 8, Sword Two handed
24495, 2, 8, Sword Two handed
5556, 2, 8, Sword Two handed
12469, 2, 8, Sword Two handed
36533, 2, 8, Sword Two handed
42934, 2, 8, Sword Two handed
32951, 2, 8, Sword Two handed
42935, 2, 8, Sword Two handed
32953, 2, 8, Sword Two handed
32186, 2, 8, Sword Two handed
37308, 2, 8, Sword Two handed
33213, 2, 8, Sword Two handed
1983, 2, 8, Sword Two handed
18882, 2, 8, Sword Two handed
40644, 2, 8, Sword Two handed
49864, 2, 8, Sword Two handed
39370, 2, 8, Sword Two handed
29643, 2, 8, Sword Two handed
29644, 2, 8, Sword Two handed
32460, 2, 8, Sword Two handed
29645, 2, 8, Sword Two handed
29646, 2, 8, Sword Two handed
29647, 2, 8, Sword Two handed
29648, 2, 8, Sword Two handed
29649, 2, 8, Sword Two handed
29650, 2, 8, Sword Two handed
49106, 2, 8, Sword Two handed
12755, 2, 8, Sword Two handed
28115, 2, 8, Sword Two handed
28125, 2, 8, Sword Two handed
31207, 2, 8, Sword Two handed
35559, 2, 8, Sword Two handed
35560, 2, 8, Sword Two handed
37609, 2, 8, Sword Two handed
37610, 2, 8, Sword Two handed
33773, 2, 8, Sword Two handed
42477, 2, 8, Sword Two handed
42478, 2, 8, Sword Two handed
34287, 2, 8, Sword Two handed
34289, 2, 8, Sword Two handed
1266, 2, 8, Sword Two handed
34290, 2, 8, Sword Two handed
34291, 2, 8, Sword Two handed
28916, 2, 8, Sword Two handed
34292, 2, 8, Sword Two handed
34293, 2, 8, Sword Two handed
34294, 2, 8, Sword Two handed
30455, 2, 8, Sword Two handed
34295, 2, 8, Sword Two handed
34296, 2, 8, Sword Two handed
38392, 2, 8, Sword Two handed
34297, 2, 8, Sword Two handed
30714, 2, 8, Sword Two handed
34298, 2, 8, Sword Two handed
33275, 2, 8, Sword Two handed
34299, 2, 8, Sword Two handed
30204, 2, 8, Sword Two handed
34300, 2, 8, Sword Two handed
7677, 2, 8, Sword Two handed
34301, 2, 8, Sword Two handed
34302, 2, 8, Sword Two handed
34303, 2, 8, Sword Two handed
29440, 2, 10, Staff
29696, 2, 10, Staff
24321, 2, 10, Staff
29441, 2, 10, Staff
29697, 2, 10, Staff
29442, 2, 10, Staff
14083, 2, 10, Staff
33795, 2, 10, Staff
13061, 2, 10, Staff
36869, 2, 10, Staff
33798, 2, 10, Staff
43014, 2, 10, Staff
14092, 2, 10, Staff
13069, 2, 10, Staff
19214, 2, 10, Staff
27923, 2, 10, Staff
29715, 2, 10, Staff
39699, 2, 10, Staff
47123, 2, 10, Staff
26644, 2, 10, Staff
29716, 2, 10, Staff
26645, 2, 10, Staff
31253, 2, 10, Staff
42773, 2, 10, Staff
11542, 2, 10, Staff
13078, 2, 10, Staff
26646, 2, 10, Staff
26647, 2, 10, Staff
13336, 2, 10, Staff
26648, 2, 10, Staff
14873, 2, 10, Staff
25625, 2, 10, Staff
26649, 2, 10, Staff
31257, 2, 10, Staff
13338, 2, 10, Staff
14618, 2, 10, Staff
26650, 2, 10, Staff
13339, 2, 10, Staff
26651, 2, 10, Staff
21276, 2, 10, Staff
26652, 2, 10, Staff
25885, 2, 10, Staff
26653, 2, 10, Staff
26654, 2, 10, Staff
26655, 2, 10, Staff
34079, 2, 10, Staff
26656, 2, 10, Staff
26657, 2, 10, Staff
12322, 2, 10, Staff
21795, 2, 10, Staff
28195, 2, 10, Staff
28196, 2, 10, Staff
38692, 2, 10, Staff
28197, 2, 10, Staff
28198, 2, 10, Staff
23335, 2, 10, Staff
28199, 2, 10, Staff
12328, 2, 10, Staff
28200, 2, 10, Staff
28456, 2, 10, Staff
12329, 2, 10, Staff
52009, 2, 10, Staff
20522, 2, 10, Staff
52012, 2, 10, Staff
49709, 2, 10, Staff
12591, 2, 10, Staff
28208, 2, 10, Staff
50224, 2, 10, Staff
52016, 2, 10, Staff
50225, 2, 10, Staff
29748, 2, 10, Staff
49716, 2, 10, Staff
13622, 2, 10, Staff
14392, 2, 10, Staff
31801, 2, 10, Staff
44604, 2, 10, Staff
49724, 2, 10, Staff
34877, 2, 10, Staff
34878, 2, 10, Staff
39742, 2, 10, Staff
39743, 2, 10, Staff
21056, 2, 10, Staff
31296, 2, 10, Staff
39744, 2, 10, Staff
39745, 2, 10, Staff
52033, 2, 10, Staff
28738, 2, 10, Staff
34882, 2, 10, Staff
39746, 2, 10, Staff
28739, 2, 10, Staff
11588, 2, 10, Staff
34884, 2, 10, Staff
31301, 2, 10, Staff
39750, 2, 10, Staff
33608, 2, 10, Staff
49736, 2, 10, Staff
43596, 2, 10, Staff
21069, 2, 10, Staff
31309, 2, 10, Staff
11343, 2, 10, Staff
34899, 2, 10, Staff
25173, 2, 10, Staff
43093, 2, 10, Staff
50520, 2, 10, Staff
21084, 2, 10, Staff
32605, 2, 10, Staff
36701, 2, 10, Staff
32607, 2, 10, Staff
29537, 2, 10, Staff
43617, 2, 10, Staff
25698, 2, 10, Staff
32610, 2, 10, Staff
43618, 2, 10, Staff
43619, 2, 10, Staff
11365, 2, 10, Staff
38245, 2, 10, Staff
30310, 2, 10, Staff
35942, 2, 10, Staff
29544, 2, 10, Staff
32360, 2, 10, Staff
38248, 2, 10, Staff
21097, 2, 10, Staff
32873, 2, 10, Staff
38507, 2, 10, Staff
21101, 2, 10, Staff
20334, 2, 10, Staff
21102, 2, 10, Staff
18801, 2, 10, Staff
14706, 2, 10, Staff
1907, 2, 10, Staff
14707, 2, 10, Staff
1908, 2, 10, Staff
32884, 2, 10, Staff
31605, 2, 10, Staff
42357, 2, 10, Staff
42358, 2, 10, Staff
22391, 2, 10, Staff
23416, 2, 10, Staff
31608, 2, 10, Staff
39289, 2, 10, Staff
20349, 2, 10, Staff
32893, 2, 10, Staff
29310, 2, 10, Staff
41342, 2, 10, Staff
42367, 2, 10, Staff
2176, 2, 10, Staff
2177, 2, 10, Staff
13698, 2, 10, Staff
35714, 2, 10, Staff
41090, 2, 10, Staff
12421, 2, 10, Staff
21125, 2, 10, Staff
46983, 2, 10, Staff
50567, 2, 10, Staff
46984, 2, 10, Staff
12937, 2, 10, Staff
13705, 2, 10, Staff
44425, 2, 10, Staff
20362, 2, 10, Staff
44426, 2, 10, Staff
13709, 2, 10, Staff
36750, 2, 10, Staff
12943, 2, 10, Staff
43152, 2, 10, Staff
7826, 2, 10, Staff
20370, 2, 10, Staff
33170, 2, 10, Staff
46738, 2, 10, Staff
42387, 2, 10, Staff
20372, 2, 10, Staff
35220, 2, 10, Staff
41364, 2, 10, Staff
41365, 2, 10, Staff
12182, 2, 10, Staff
13720, 2, 10, Staff
13721, 2, 10, Staff
42393, 2, 10, Staff
3738, 2, 10, Staff
13722, 2, 10, Staff
38298, 2, 10, Staff
13723, 2, 10, Staff
42139, 2, 10, Staff
1948, 2, 10, Staff
5276, 2, 10, Staff
35740, 2, 10, Staff
5277, 2, 10, Staff
35741, 2, 10, Staff
40605, 2, 10, Staff
35742, 2, 10, Staff
40606, 2, 10, Staff
12959, 2, 10, Staff
35743, 2, 10, Staff
49311, 2, 10, Staff
11424, 2, 10, Staff
44706, 2, 10, Staff
28067, 2, 10, Staff
50597, 2, 10, Staff
38315, 2, 10, Staff
42923, 2, 10, Staff
42924, 2, 10, Staff
42925, 2, 10, Staff
26798, 2, 10, Staff
26799, 2, 10, Staff
26800, 2, 10, Staff
26801, 2, 10, Staff
6322, 2, 10, Staff
26802, 2, 10, Staff
26803, 2, 10, Staff
29107, 2, 10, Staff
26804, 2, 10, Staff
38580, 2, 10, Staff
26805, 2, 10, Staff
42165, 2, 10, Staff
5558, 2, 10, Staff
13750, 2, 10, Staff
26806, 2, 10, Staff
5303, 2, 10, Staff
13751, 2, 10, Staff
26807, 2, 10, Staff
5304, 2, 10, Staff
26808, 2, 10, Staff
30392, 2, 10, Staff
13753, 2, 10, Staff
26809, 2, 10, Staff
32185, 2, 10, Staff
26810, 2, 10, Staff
29114, 2, 10, Staff
42426, 2, 10, Staff
26811, 2, 10, Staff
43196, 2, 10, Staff
42941, 2, 10, Staff
23998, 2, 10, Staff
33983, 2, 10, Staff
35781, 2, 10, Staff
39111, 2, 10, Staff
23240, 2, 10, Staff
18122, 2, 10, Staff
18123, 2, 10, Staff
30669, 2, 10, Staff
43216, 2, 10, Staff
39122, 2, 10, Staff
43474, 2, 10, Staff
34771, 2, 10, Staff
43219, 2, 10, Staff
18644, 2, 10, Staff
39892, 2, 10, Staff
43220, 2, 10, Staff
30423, 2, 10, Staff
43223, 2, 10, Staff
30424, 2, 10, Staff
41176, 2, 10, Staff
43226, 2, 10, Staff
43227, 2, 10, Staff
41180, 2, 10, Staff
29416, 2, 10, Staff
30441, 2, 10, Staff
33002, 2, 10, Staff
29676, 2, 10, Staff
29421, 2, 10, Staff
20718, 2, 10, Staff
29678, 2, 10, Staff
20719, 2, 10, Staff
25839, 2, 10, Staff
29679, 2, 10, Staff
29680, 2, 10, Staff
29681, 2, 10, Staff
29683, 2, 10, Staff
14836, 2, 10, Staff
14837, 2, 10, Staff
29685, 2, 10, Staff
49653, 2, 10, Staff
29686, 2, 10, Staff
29431, 2, 10, Staff
29687, 2, 10, Staff
29432, 2, 10, Staff
29688, 2, 10, Staff
38136, 2, 10, Staff
13050, 2, 10, Staff
24570, 2, 10, Staff
29690, 2, 10, Staff
2811, 2, 10, Staff
29692, 2, 10, Staff
38652, 2, 10, Staff
14845, 2, 10, Staff
29694, 2, 10, Staff
2559, 2, 10, Staff
29695, 2, 10, Staff
47359, 2, 10, Staff
32407, 2, 11, Exotic
9376, 2, 11, Exotic
9377, 2, 11, Exotic
40967, 2, 13, Fist Weapon
40968, 2, 13, Fist Weapon
38159, 2, 13, Fist Weapon
42263, 2, 13, Fist Weapon
19226, 2, 13, Fist Weapon
42268, 2, 13, Fist Weapon
42273, 2, 13, Fist Weapon
26658, 2, 13, Fist Weapon
20003, 2, 13, Fist Weapon
26659, 2, 13, Fist Weapon
38179, 2, 13, Fist Weapon
26660, 2, 13, Fist Weapon
38180, 2, 13, Fist Weapon
20005, 2, 13, Fist Weapon
26661, 2, 13, Fist Weapon
26662, 2, 13, Fist Weapon
26663, 2, 13, Fist Weapon
26664, 2, 13, Fist Weapon
26665, 2, 13, Fist Weapon
26666, 2, 13, Fist Weapon
26667, 2, 13, Fist Weapon
26668, 2, 13, Fist Weapon
26669, 2, 13, Fist Weapon
26670, 2, 13, Fist Weapon
26671, 2, 13, Fist Weapon
11314, 2, 13, Fist Weapon
31803, 2, 13, Fist Weapon
38469, 2, 13, Fist Weapon
38243, 2, 13, Fist Weapon
32877, 2, 13, Fist Weapon
32878, 2, 13, Fist Weapon
53889, 2, 13, Fist Weapon
53890, 2, 13, Fist Weapon
50564, 2, 13, Fist Weapon
46981, 2, 13, Fist Weapon
46982, 2, 13, Fist Weapon
35719, 2, 13, Fist Weapon
50582, 2, 13, Fist Weapon
3494, 2, 13, Fist Weapon
49070, 2, 13, Fist Weapon
49072, 2, 13, Fist Weapon
33975, 2, 13, Fist Weapon
32188, 2, 13, Fist Weapon
32189, 2, 13, Fist Weapon
22210, 2, 13, Fist Weapon
22211, 2, 13, Fist Weapon
38602, 2, 13, Fist Weapon
38603, 2, 13, Fist Weapon
36561, 2, 13, Fist Weapon
32477, 2, 13, Fist Weapon
5600, 2, 13, Fist Weapon
28905, 2, 13, Fist Weapon
28906, 2, 13, Fist Weapon
35312, 2, 13, Fist Weapon
11505, 2, 13, Fist Weapon
11506, 2, 13, Fist Weapon
39155, 2, 13, Fist Weapon
33525, 2, 13, Fist Weapon
33526, 2, 13, Fist Weapon
32504, 2, 13, Fist Weapon
12801, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
7170, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
3351, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
9239, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
19485, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6174, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
19486, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
19487, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
19488, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
3362, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
5410, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
46371, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
21796, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
13861, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
13607, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
3368, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
13608, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12850, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12852, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12854, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12856, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12858, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12862, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12864, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
34881, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
44611, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12868, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
3398, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6225, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6227, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6228, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
54612, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6229, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6232, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6233, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6234, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6235, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
4956, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6236, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6237, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
4704, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
46689, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
33125, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
19053, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
3696, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
3699, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
44915, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
49016, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
21121, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
4994, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
21123, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
52356, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
52358, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
33161, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
46733, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2703, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2704, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2705, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2706, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2707, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2708, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2709, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2198, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2710, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2199, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2200, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2201, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2714, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2716, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
5532, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2717, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
2718, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
33963, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
5561, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
37059, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
45763, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
45765, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12742, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12744, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12746, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12747, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12748, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12750, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
12751, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
46547, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
9702, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
28648, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
6896, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
25587, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
33011, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
20468, 2, 14, Miscellaneous (Blacksmith Hammer, Mining Pick, etc.)
49152, 2, 15, Dagger
7169, 2, 15, Dagger
47361, 2, 15, Dagger
49154, 2, 15, Dagger
24324, 2, 15, Dagger
42245, 2, 15, Dagger
24070, 2, 15, Dagger
28678, 2, 15, Dagger
24071, 2, 15, Dagger
33543, 2, 15, Dagger
46089, 2, 15, Dagger
12298, 2, 15, Dagger
46090, 2, 15, Dagger
42251, 2, 15, Dagger
19980, 2, 15, Dagger
21516, 2, 15, Dagger
47117, 2, 15, Dagger
21518, 2, 15, Dagger
49935, 2, 15, Dagger
37649, 2, 15, Dagger
42258, 2, 15, Dagger
19987, 2, 15, Dagger
3865, 2, 15, Dagger
46107, 2, 15, Dagger
41244, 2, 15, Dagger
1313, 2, 15, Dagger
24100, 2, 15, Dagger
37924, 2, 15, Dagger
38184, 2, 15, Dagger
47401, 2, 15, Dagger
21035, 2, 15, Dagger
12332, 2, 15, Dagger
21551, 2, 15, Dagger
47407, 2, 15, Dagger
50480, 2, 15, Dagger
49713, 2, 15, Dagger
32562, 2, 15, Dagger
49714, 2, 15, Dagger
20279, 2, 15, Dagger
24377, 2, 15, Dagger
34875, 2, 15, Dagger
31805, 2, 15, Dagger
50493, 2, 15, Dagger
36673, 2, 15, Dagger
37697, 2, 15, Dagger
38470, 2, 15, Dagger
49734, 2, 15, Dagger
49735, 2, 15, Dagger
3145, 2, 15, Dagger
23369, 2, 15, Dagger
32841, 2, 15, Dagger
43598, 2, 15, Dagger
20303, 2, 15, Dagger
50513, 2, 15, Dagger
9042, 2, 15, Dagger
51029, 2, 15, Dagger
45910, 2, 15, Dagger
32856, 2, 15, Dagger
45913, 2, 15, Dagger
45914, 2, 15, Dagger
45915, 2, 15, Dagger
45916, 2, 15, Dagger
20317, 2, 15, Dagger
45917, 2, 15, Dagger
45918, 2, 15, Dagger
45919, 2, 15, Dagger
45920, 2, 15, Dagger
23905, 2, 15, Dagger
45921, 2, 15, Dagger
19810, 2, 15, Dagger
23650, 2, 15, Dagger
24418, 2, 15, Dagger
45922, 2, 15, Dagger
45923, 2, 15, Dagger
23908, 2, 15, Dagger
35684, 2, 15, Dagger
49764, 2, 15, Dagger
45925, 2, 15, Dagger
23911, 2, 15, Dagger
38247, 2, 15, Dagger
2664, 2, 15, Dagger
23912, 2, 15, Dagger
27496, 2, 15, Dagger
23915, 2, 15, Dagger
23916, 2, 15, Dagger
23917, 2, 15, Dagger
42349, 2, 15, Dagger
30576, 2, 15, Dagger
19313, 2, 15, Dagger
19314, 2, 15, Dagger
30578, 2, 15, Dagger
45172, 2, 15, Dagger
50548, 2, 15, Dagger
10616, 2, 15, Dagger
10617, 2, 15, Dagger
31609, 2, 15, Dagger
10618, 2, 15, Dagger
10619, 2, 15, Dagger
23419, 2, 15, Dagger
36477, 2, 15, Dagger
23422, 2, 15, Dagger
32894, 2, 15, Dagger
29825, 2, 15, Dagger
17282, 2, 15, Dagger
21122, 2, 15, Dagger
29826, 2, 15, Dagger
17283, 2, 15, Dagger
29827, 2, 15, Dagger
29828, 2, 15, Dagger
23174, 2, 15, Dagger
2184, 2, 15, Dagger
12686, 2, 15, Dagger
34449, 2, 15, Dagger
26770, 2, 15, Dagger
32914, 2, 15, Dagger
34450, 2, 15, Dagger
26771, 2, 15, Dagger
34451, 2, 15, Dagger
6036, 2, 15, Dagger
26772, 2, 15, Dagger
34452, 2, 15, Dagger
26773, 2, 15, Dagger
34453, 2, 15, Dagger
26774, 2, 15, Dagger
34454, 2, 15, Dagger
2711, 2, 15, Dagger
26775, 2, 15, Dagger
34455, 2, 15, Dagger
26776, 2, 15, Dagger
34456, 2, 15, Dagger
26777, 2, 15, Dagger
34457, 2, 15, Dagger
23450, 2, 15, Dagger
26778, 2, 15, Dagger
34458, 2, 15, Dagger
32923, 2, 15, Dagger
34459, 2, 15, Dagger
26780, 2, 15, Dagger
34460, 2, 15, Dagger
26781, 2, 15, Dagger
34461, 2, 15, Dagger
47005, 2, 15, Dagger
2206, 2, 15, Dagger
5278, 2, 15, Dagger
26782, 2, 15, Dagger
32926, 2, 15, Dagger
34462, 2, 15, Dagger
26783, 2, 15, Dagger
32927, 2, 15, Dagger
34463, 2, 15, Dagger
5280, 2, 15, Dagger
5281, 2, 15, Dagger
32929, 2, 15, Dagger
45985, 2, 15, Dagger
5282, 2, 15, Dagger
5283, 2, 15, Dagger
32931, 2, 15, Dagger
5284, 2, 15, Dagger
5285, 2, 15, Dagger
32933, 2, 15, Dagger
19622, 2, 15, Dagger
32936, 2, 15, Dagger
32937, 2, 15, Dagger
32939, 2, 15, Dagger
5549, 2, 15, Dagger
32178, 2, 15, Dagger
32179, 2, 15, Dagger
30389, 2, 15, Dagger
31669, 2, 15, Dagger
42166, 2, 15, Dagger
42167, 2, 15, Dagger
23481, 2, 15, Dagger
32190, 2, 15, Dagger
12991, 2, 15, Dagger
30660, 2, 15, Dagger
22215, 2, 15, Dagger
26574, 2, 15, Dagger
26575, 2, 15, Dagger
26576, 2, 15, Dagger
26577, 2, 15, Dagger
35793, 2, 15, Dagger
26578, 2, 15, Dagger
26579, 2, 15, Dagger
19924, 2, 15, Dagger
26580, 2, 15, Dagger
26581, 2, 15, Dagger
26582, 2, 15, Dagger
39126, 2, 15, Dagger
26583, 2, 15, Dagger
43479, 2, 15, Dagger
26584, 2, 15, Dagger
26585, 2, 15, Dagger
26586, 2, 15, Dagger
26587, 2, 15, Dagger
32731, 2, 15, Dagger
37596, 2, 15, Dagger
12767, 2, 15, Dagger
47844, 2, 15, Dagger
37611, 2, 15, Dagger
40183, 2, 15, Dagger
46841, 2, 15, Dagger
29435, 2, 15, Dagger
2812, 2, 15, Dagger
34045, 2, 15, Dagger
7167, 2, 15, Dagger
28932, 2, 16, Thrown
31497, 2, 16, Thrown
37130, 2, 16, Thrown
31499, 2, 16, Thrown
25871, 2, 16, Thrown
39185, 2, 16, Thrown
25877, 2, 16, Thrown
38167, 2, 16, Thrown
29210, 2, 16, Thrown
28958, 2, 16, Thrown
38192, 2, 16, Thrown
33089, 2, 16, Thrown
34662, 2, 16, Thrown
38249, 2, 16, Thrown
36715, 2, 16, Thrown
28023, 2, 16, Thrown
31385, 2, 16, Thrown
31388, 2, 16, Thrown
37534, 2, 16, Thrown
44454, 2, 16, Thrown
6088, 2, 16, Thrown
49873, 2, 16, Thrown
42452, 2, 16, Thrown
5856, 2, 16, Thrown
32740, 2, 16, Thrown
6886, 2, 16, Thrown
5870, 2, 16, Thrown
4900, 2, 17, Spear
5557, 2, 17, Spear
12986, 2, 17, Spear
42497, 2, 18, Crossbow
34312, 2, 18, Crossbow
34313, 2, 18, Crossbow
34314, 2, 18, Crossbow
34315, 2, 18, Crossbow
23052, 2, 18, Crossbow
34316, 2, 18, Crossbow
34317, 2, 18, Crossbow
34320, 2, 18, Crossbow
34321, 2, 18, Crossbow
